HOTEL DE LA GARE;4 Gare Hennicourt;ABANCOURT;60220;03 44 13 10 63;Loisirs;HÙtel;PICARDIE;Loisirs.png
DUCHAUSSOY JEAN-PIERRE;4 Gare Hennicourt;ABANCOURT;60220;09 79 71 50 99;Alimentaire;Restaurants;PICARDIE;alimentaire.png
AU COMMERCE;6 rue Principale;ABAUCOURT HAUTECOURT;55400;03 29 84 65 57;Alimentaire;Restaurants;LORRAINE;alimentaire.png
CAFE DES SPORTS;14 rue Boulay Paty;ABBARETZ;44170;02 40 87 02 17;Alimentaire;Restaurants;PAYS DE LA LOIRE;alimentaire.png
LE TANGO'S BAR;3 rue Eglise;ABBARETZ;44170;02 40 87 05 94;Alimentaire;Restaurants;PAYS DE LA LOIRE;alimentaire.png
CASINO CAFETERIA;Avenue Pres Vincent Auriol;ABBEVILLE;80100;03 22 31 18 05;Alimentaire;CafÈtÈria;PICARDIE;alimentaire.png
HOTEL DU CHALET;2 avenue Gare;ABBEVILLE;80100;03 22 29 25 69;Loisirs;HÙtel;PICARDIE;Loisirs.png
HOTEL IBIS;234 route Amiens;ABBEVILLE;80100;03 22 24 80 80;Loisirs;HÙtel;PICARDIE;Loisirs.png
LE BORD DE MER;4 place Verdun;ABBEVILLE;80100;03 22 28 05 96;Alimentaire;Restaurants;PICARDIE;alimentaire.png
MARCHANDISE PASCAL;Avenue Pres Vincent Auriol;ABBEVILLE;80100;03 22 24 19 71;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LA PATATERIE;Rue Rose Bertin;ABBEVILLE;80100;03 22 25 02 50;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LE VILLA GRILL;Rue Rose Bertin;ABBEVILLE;80100;03 22 27 11 70;Alimentaire;Restaurants;PICARDIE;alimentaire.png
CAFE DE LA PISCINE;10 place Pont Pres;ABBEVILLE;80100;03 22 24 22 94;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LE VIEUX NOYER;11 rue Cote Justice;ABBEVILLE;80100;03 22 24 27 94;Alimentaire;Restaurants;PICARDIE;alimentaire.png
SARL EKIN;12 rue Jean de Ponthieu;ABBEVILLE;80100;03 22 24 65 55;Alimentaire;Restaurants;PICARDIE;alimentaire.png
THE GREEN HARP;124 avenue Gen Leclerc;ABBEVILLE;80100;03 22 24 12 30;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LE SAINT PIERRE;13 rue Alfred Francois;ABBEVILLE;80100;03 22 24 73 75;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LE TIP TOP;131 Boulevard Republique;ABBEVILLE;80100;03 22 24 04 96;Alimentaire;Restaurants;PICARDIE;alimentaire.png
CHEZ ZHU;15 avenue Gare;ABBEVILLE;80100;03 22 24 27 65;Alimentaire;Restaurants;PICARDIE;alimentaire.png
A L'ESCALE EN PICARDIE;15 rue Teinturiers;ABBEVILLE;80100;03 22 24 21 51;Alimentaire;Restaurants;PICARDIE;alimentaire.png
ETOILE DU JOUR;2 ChaussÈe Marcade;ABBEVILLE;80100;03 22 24 06 90;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LE CROFTER'S;21 Boulevard Vauban;ABBEVILLE;80100;03 22 27 18 10;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LE CHARLOTIN;22 place Pilori;ABBEVILLE;80100;03 22 19 02 64;Alimentaire;Restaurants;PICARDIE;alimentaire.png
MONIQUE GOSSET;24 place Pilori;ABBEVILLE;80100;03 22 24 81 27;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LES BENTOS D'OLGA;24 rue Boucher de Perthes;ABBEVILLE;80100;03 22 27 14 37;Alimentaire;Restaurants;PICARDIE;alimentaire.png
SARL LE COHIBA'R;25 avenue Gare;ABBEVILLE;80100;03 22 25 70 56;Alimentaire;Restaurants;PICARDIE;alimentaire.png
RELAIS DE PICARDIE;250 route Amiens;ABBEVILLE;80100;03 22 24 06 48;Alimentaire;Restaurants;PICARDIE;alimentaire.png
BUFFALO GRILL;26 rue Rene Dingeon;ABBEVILLE;80100;03 22 20 53 56;Alimentaire;Restaurants;PICARDIE;alimentaire.png
AUBERGE FLEURIE;294 rue Cote Justice;ABBEVILLE;80100;03 22 24 88 22;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LE CHIFFON ROUGE;3 avenue Aristide Briand;ABBEVILLE;80100;03 22 31 29 56;Alimentaire;Restaurants;PICARDIE;alimentaire.png
AUBERGE DE LA CORNE;32 ChaussÈe Bois;ABBEVILLE;80100;;Alimentaire;Restaurants;PICARDIE;alimentaire.png
THIRET DANIEL;33 ChaussÈe Marcade;ABBEVILLE;80100;03 22 31 19 96;Alimentaire;Restaurants;PICARDIE;alimentaire.png
BRASSERIE ALSACIENNE;36 place Grand Marche;ABBEVILLE;80100;03 22 24 10 58;Alimentaire;Restaurants;PICARDIE;alimentaire.png
EURL LE TERMINUS;4 avenue Gare;ABBEVILLE;80100;03 22 24 04 23;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LE RIVE DROITE;4 rue Ledien;ABBEVILLE;80100;03 22 24 02 92;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LA TAVERNE;49 place Max Lejeune;ABBEVILLE;80100;03 22 24 10 18;Alimentaire;Restaurants;PICARDIE;alimentaire.png
SARL CHEZ MEL;63 rue Saint Vulfran;ABBEVILLE;80100;03 22 19 48 64;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LE ROYAL BAR;67 ChaussÈe Bois;ABBEVILLE;80100;03 22 24 63 14;Alimentaire;Restaurants;PICARDIE;alimentaire.png
BAR TABAC LA CIVETTE;68 rue Saint Vulfran;ABBEVILLE;80100;03 22 24 00 37;Alimentaire;Restaurants;PICARDIE;alimentaire.png
C'EST LA VIE;7 rue Boucher de Perthes;ABBEVILLE;80100;03 22 19 11 70;Alimentaire;Restaurants;PICARDIE;alimentaire.png
PETIT HERVE;76 route Paris;ABBEVILLE;80100;03 22 24 05 59;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LE COMPTOIR DU MALT;8 rue Jules Verne Parc d'Activite Des;ABBEVILLE;80100;03 22 25 48 38;Alimentaire;Restaurants;PICARDIE;alimentaire.png
SARL GARDEN'S RESTAURANT;83 ChaussÈe Bois;ABBEVILLE;80100;03 22 24 04 58;Alimentaire;Restaurants;PICARDIE;alimentaire.png
L'ATLAS;9 rue Boucher de Perthes;ABBEVILLE;80100;03 22 27 06 41;Alimentaire;Restaurants;PICARDIE;alimentaire.png
RELAIS DE L'EUROPE;Aerodrome Abbeville;ABBEVILLE;80100;03 22 24 11 91;Alimentaire;Restaurants;PICARDIE;alimentaire.png
LE CELAVONE;30 place Grand Marche;ABBEVILLE;80100;03 22 24 90 69;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
ITALIA PIZZA;33 avenue Gen Leclerc;ABBEVILLE;80100;03 22 23 47 55;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
IZMIR;29 rue Mar Foch;ABBEVILLE;80100;03 22 31 25 66;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
SARL RESTAURANT AU PAIN PARASOL XP;39 place Max Lejeune;ABBEVILLE;80100;03 22 24 59 66;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
BADEMCI;64 Boulevard Vauban;ABBEVILLE;80100;03 22 28 90 50;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
MCDONALD'S;Route Amiens;ABBEVILLE;80100;03 22 24 47 48;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
LE SIECLE D'OR 80;13 rue Pont de Boulogne;ABBEVILLE;80100;03 22 25 11 11;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
AU MEDITERRANEE;145 ChaussÈe Marcade;ABBEVILLE;80100;03 22 27 13 32;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
CHEZ DALAN;28 ChaussÈe Bois;ABBEVILLE;80100;03 22 19 42 05;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
L'INSTANT GOURMAND;42 rue Mar Foch;ABBEVILLE;80100;09 81 68 55 38;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
LA PASTALADE;6 place Bonaparte;ABBEVILLE;80100;03 22 24 22 42;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
BENHEBOULA;9 rue Boucher de Perthes;ABBEVILLE;80100;09 64 32 52 60;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
LA BOITE A PIZZA;38 Boulevard Republique;ABBEVILLE;80100;03 22 23 23 23;Alimentaire;Snack - PizzÈria;PICARDIE;alimentaire.png
RESTAURANT LA PROVENCALE;27 Grande Rue;ABBEVILLERS;25310;03 81 30 99 46;Alimentaire;Restaurants;FRANCHE COMTE;alimentaire.png
AUGUSTIN SANDRINE;18 rue Francois Rabelais;ABEILHAN;34290;06 43 07 84 58;Alimentaire;Snack - PizzÈria;LANGUEDOC ROUSSILLON;alimentaire.png
RESTAURANT CHEZ CASSEN;Rue Galos;ABIDOS;64150;05 59 71 65 97;Alimentaire;Restaurants;AQUITAINE;alimentaire.png
LE VIEUX LOGIS;25 rue Commerce;ABILLY;37160;02 47 59 85 61;Loisirs;HÙtel;CENTRE;Loisirs.png
ENTENTE CORDIALE;Bourg;ABJAT SUR BANDIAT;24300;05 53 56 81 01;Alimentaire;Restaurants;AQUITAINE;alimentaire.png
